text,emoji,discovered
Shire Venus Flytrap,🪲,False
Smurfberry Venus Flytrap,🔵🍓🪰,True
Soda Pop Venus Flytrap,🥤🪰,True
Spanish Moss,🌿,False
Stegosarracenia,🦕,False
Swamp Steamboat Willie,🐭,False
Stinktrap,💩,False
Steam Surfing Venus Flytrap,🌿,False
Swamp Steam Tornado,🌪️,True
Swamp Dragonfly,🦟,False
Swamp Steam Tsunami,🌊🌫️🌪,False
Swamp Ness Monster,🐊,False
Swampboat,🛶,False
Werewolfnado,🐺,False
Icelandic Swampnado,🇮🇸🌪️,False
Swamp Thingnado,🌪️,False
Swamproller,🐊,False
Swampdite,🐊,False
Breadnado,🌪️,False
Swampcake,🍰,False
Chariotnado,🌪️🏎️,False
Swampula,🐊,False
Swamp Elf,🐊,False
Swamp Dynamite,🐊💣,False
Foggy Swampnado,🌫🌪,False
Swamp Canyon,🏞️,False
Ketchupnado,🍅🌪️,False
Swampkraken,🦑🌿,False
Landshipnado,🚢🌪️,False
Swampquito,🦟,False
Muddy Swampnado,🌪️,False
Swamp Paradise,🐊🌴,False
Swamp Pipe,🐊,False
Quasarnado,🌀🌟,False
Swampudding,🐊🍰,False
Swamp Raft,🚣‍♂️,False
Prince of Swampnado,👑🐊🌪️,False
Swamp Radio,🐊📻,False
Rusty Swampnado,🌪️,False
Roadnado,🌪️,False
Lord of the Swamp,🐊,False
Steampunk Swampnado,🌪️🐊🔧,False
Tesla Swampnado,🌀,False
Swampangel,🐊,False
Swamp Battle,🐊⚔️,False
Balsamic Swampnado,🌪️,True
Swamp Bodhi,🐊🌳👨,False
Swampblimp,🛩️,False
Bone Tornado,🌪️,False
Swampburger,🍔,False
Cerberusnado,🐕🌪️,False
Swampcrack,🐊,False
Swampgrass,🌾,False
Swamp Crane,🦢,False
Crayfishnado,🦞🌪️,False
Swamp Eye,🐊👀,False
Swampfighter,🐊👊,False
Swamp Fishing Pole,🎣,False
Flying Swampnado,🐊🌪️,False
Swampnado 2,🌪️,False
Flying Roast Ducknado,🦆🌪️,False
Swampgrinder,🐊,False
Google Swamp,🐊,False
Swamp Heart,💚,False
Haystacknado,🌪️,False
Hangarado,💦,False
Hilltop,🏔️,False
Holy Swampnado,🌪️,True
Ice Swampnado,❄️🌪️,False
Monkey Swampnado,🐒🌪️,False
Swampstream,🐊,False
Madder Swampnado,🌪️,True
Mark Twister,📚,False
Swamp Magic,🧙‍♂️,False
Swampathon,🐊🏃‍♂,False
Marsquamp,👽,False
Mechaposeidon,🦕,False
Swamp Metropolis,🐊,False
Mecha Swampnado,🤖🌿🌪️,False
Lourdes Swamp,🐊,True
Mega Swampnado,🌪️,False
Swampcart,🐊🛒,False
Swampnado Code Red,🌪️,False
Mountain Dew Swampnado,🥤,False
Swampfest,🐊,False
Swamp Orchid,🌿🌺,False
Pasta Swamp,🍝🌿,False
Swamp Diver,🐊,False
Pepperonado,🌶️🍕,False
Swamp Parrot,🐦,False
Picklenado,🌪️,False
Swampizza,🍕,False
Puppynado,🐶🌪️,False
Rocky Mountain Swampnado,🏔️🌲🌪,False
Sandalstormnado,👡🌪️,False
Swamp Salsa,🌶️,False
Swamp Skiing,🏂🌿🐊,False
Swamp Search,🐊,False
Smokeflynado,🌪️,False
Skullnado,💀🌪️,False
Swampanel,🌿,False
Space Trucknado,🚀🌪️,False
Spainnado,🇪🇸🌪️,False
Spacexnado,🚀,False
Spermnado,🌪️,False
Swampsteak,🤢,False
Strawnado,🍓🌪️,False
Super Swampnado,🌪️🐊🌌,False
Swan Tank,🦢,False
Swan Surfing,🌊,False
Swan Captain,🦢,False
Coal Swan,🦢,False
Swan Helicopter,🚁,False
Swan Village,🦢,False
Swan Yeti,🦢,False
Swine Boat,🐷⛵️,False
Swan Cake,🍰,False
Swan Ninja,🦢,False
Piggy Swan Boat,🐷🦢🚤,False
Squid Boat,🐙,False
Tesla Swan,⚡️🦢,False
Thunder Swan,⚡️🦢,False
Turtle Boat,🐢⛵️,False
Swan Vodka,🍸,False
Swan Zombie,🦢,False
Swashbuck,🏴‍☠️,False
Amphibious Swan Boat,🦢🚤,False
Baby Swan,🦢,False
Swan Boat Of Modena,🦢🚤,True
Osteopath,🦴,False
Swan Noodle Soup,🍜🦢,False
Colorado Swan,🦢,False
Cough Swan,🦢,False
Swan Lama,🦢,False
Cthulhu Boat,🐙⛵️,False
Cucumber Boat,⛵,False
Swandelion,🌼,False
Swandylion,🦢🦁,False
Dyson Swan,🦢,False
Electric Swan,🦢,False
Swan Fjord,🦢,False
Flying Swan Boat,🦢🚤,False
Swan Party,🦢,False
Swan Gollum,🦢👹,False
Glass Swan,🦢,False
The Boston Tea Party,🍵,False
Holy Swan Boat,🦢🚤,True
Junk Boat,⛵,False
Swan Lord Of The Rings,🦢🗡️🌋,False
Swan Luau,🦢🌺🌴,False
Swan Martini,🍸🦢,False
Matter Swan,🦢,True
Swan Cart,🦢🛒,False
Zinfandel Swan Boat,🍷🚤,True
Swan Submarine,🦢🚤,False
Painted Swan Boat,🦢🚤,False
Pea Swan,🦢,False
Paper Swan Boat,🛶,False
Pepper Swan,🌶️🦢,False
Pickle Swan,🥒,False
Pesto Swan,🦢,False
Swan Photographer,🦢📷,False
Swan Pizza,🦢,False
Swan Piña Colada,🦢,False
Papal Barge,🚤,False
Pop Swan,🦢,False
Potassium Swan,🦢,False
Swan Boat Race,🦢🚣‍♂,False
Swan Riot,🦢🔥,False
Swan Bran,🦢,False
Riddle Boat,🚣‍♂️,False
Rocky Mountain Swan Boat,🦢,False
Salmon Boat,🐟⛵️,False
Scotch and Water,🥃💧,False
Super Swan Boat,🦢🚤,False
Swan Tractor,🦢🚜,False
Rocky Ballet,🎶,False
Swan Twister,🦢,False
Swan Drink,🦢,False
Cactus Lake,🌵,False
Swan Thunder,🌩️,False
Swan Teapot,🎋,False
Swan Drunk,🦢,False
Swan Quagmire,🦢,False
Swan System,🦢,False
Swamp Lake,🐊,False
Swan Town,🦢,False
Swan Temple,🕊️🏛️,False
Swan Venus,🦢,False
Swan Ufo,🦢,False
Swan Wasabi,🌶️,False
Swan Vinegar,🦢🍶,False
Swan Vapor,🦢💨,False
Swan Bang,🦢,False
Beer Lake,🍺🏞️,False
Dustpan and Swan Lake,🦢,False
Flat Swan,🦢,False
Green Swan,🦢🟢,False
Swan Ketchup,🦢🍅,False
Swan Falls,🦢🌊,False
Swan Photoshopping,🦢✂️,False
Swan Pasta,🦢🍝,False
Red Shoes,👠,False
Swan Smoking,🦢🚬,False
Swanicane,🦢,False
Swan Tempest,🦢⛈️,False
Swan Tarzan,🦢🌴🌳,False
Swan Thor,🦢,False
Swan Thunderbird,🦢,False
Swan Tomato,🦢🍅,False
Swan Tsunami,🌊,False
Swanicorn,🦄,False
Swan Twist,🦢,False
Sneezing Swan,🦢,False
Swan Ketchum,🦢,False
Brontosaurus Lake,🦕,False
Swan Calamari,🦢,False
Swan Cthulhu,🦢,False
Transformers: The Ballet,🤖💃,False
Swan Damn Lake,🦢,False
Swan Daddy,🦢👨‍,False
Dragon Swan,🐉,False
Dirt Swan,🦢🌱,False
Gnome Lake,🧚‍♂️,False
Hack Swan,🦢,False
Swan With The Wind,🦢💨,False
Swan Hash,🦢,False
The Nutcracker,🎄,False
Swan Jordan,🦢🇯🇴,False
Swan Lava Lamp,🌊,False
Swan Cannon,🦢🔫,False
Moon Swan,🌙,False
Ballet of the Rings,💍🩰🌟,False
Billy Elliot,💃🏼,False
Mount Swan Lake,🌊,False
Swan Pesto,🦢,False
Swan Pickle,🥒,False
Swan Pope,🦢👑,False
Rocky Mountain Swan,🏔️🦢,False
Swan Salsa,🦢,False
Swan Paper,🦢,False
Swan Shower,🦢🚿,False
Swan Selfie,🦢,False
Swanstone,🦢,False
Tank Swan,🦢,False
Swanboat Willie,🚣‍♂️,False
Swan Boat Lake,🛶,False
Venus Swarmtrap,🌌,False
Space Swarm,🚀🐝,False
Super Swarm,🐝,False
Swarm of Flying Sharks,🦈🦈🦈,False
Drunken Swarm,🐝,False
Baja Blast Swarm,🌊🐝,False
Pickle Swarm,🥒,False
Peaswarm,🧆,False
Pork Chop Swarm,🍖,False
Midges,🦟,False
Smoky Swarm,🦟,False
Fjordswasabi,🌊🍣,False
Dragonzabi,🐲,False
Tankasabi,🐉,False
Captain Swasabi,🌌,False
Wasabi Ice Cream,🍨,False
Popswasabi,🍣,False
Shardswasabi,🍣,False
Snowbabi,❄️,False
Shattered Swasabi,🍣💔,False
Solar Swasabi,☀️🍣🌶️,False
Splashabi,💦,False
420swasabi,🔥,False
Bearswabi,🐻🌲,False
Beef Swasabi,🥩🔥,False
Berswaber,🤔,False
Big Swasabi,🍣,False
Alpswabia,🏔️,True
Double Swasabi,🔥,False
Geothermal Swasabi,🌋,True
Electric Swasabi,⚡🔥,False
Gnomesabi,🧝‍♂️,False
Lily Swasabi,🌸,False
Swasabi Falls,🌊,False
Peliswab,🎬,False
Piranha Swasabi,🐟,False
Rallysabi,🤔,True
Sinkswasabi,🌶️,False
Smasabi,🤔,False
Steam Swasabi,🔥,False
Sundaesabi,🍨,False
Surgasabi,🤔,True
Steam Powered Swasabi,🚂🔥,True
Swasurfing,🏄‍♂️,False
Sneezabi,🤧,False
AlphaSwasabi,🍣,False
Wish Upon A Swasabi,🧞‍♂️,True
Areswasi,🤔,True
Ash Swasabi,🍣,True
Barbecue Swasabi,🍢,True
Balsamic Swasabi,🍣,True
Black Swasabi,🖤🍣,False
Burnt Swasabi,🔥,False
Cathedralsabi,🤔,True
Cbswasabi,🍣,True
Cheshire Swasabi,🍣,False
Chessabi,♟️,False
Clogswab,🤔,True
Crackasabi,🐍,False
Cursabi,🤔,False
Swasabi Lama,🦙,False
Dark Swasabi,🌌,False
Swasabi Sword,⚔️,False
Death Sabi,💀⚔️,False
Dustasabi,🤔,False
Ecoswab,🧬,True
Flip Swasabi,🍣,False
Flat Swasabi,🍣,True
Fjord Swasabi,🍣,True
Funswasabi,🤔,False
Giant Swasabi,🦐,True
Gone With The Swasabi,🍣,False
Hackswasabi,🔒,False
Lord Of The Swasabi,🍣🔥👑,False
Little Shop Of Wasabi,🌱,False
Malasabi,💩,False
Madder Swasabi,🤔,True
Mars Swasabi,🚀,False
Swasarita,🤔,False
Marsquasabi,🍣,False
Marsabi,🤔,False
Messabi,🤔,False
Moon Swasabi,🌙🍣,False
Code Red Swasabi,🔴🔥,True
Mountain Dew Swasabi,🤢,True
Mt. Zinfandel Swasabi,🍷,True
Netherite Swasabi Sword,⚔️,False
Paraswab,🦠,False
Paneswab,🧼,False
Paper Swasabi,🍣,True
Pigasabi,🐷🦝,False
Pickle Swasabi,🥒,False
Pneumoniaswabia,🤔,False
Popcorn Sasabi,🍿,True
Puffy Swasabi,🍣,True
Soswababi,🤖,False
Swasafari,🦓,False
Sewasabi,🌶️,False
Sinkswab,🧽,True
Smoky Swasabi,🍣,False
Skisabi,⛷️,False
Swanabbi,🦢,False
Surging Swasabi,🍣,True
Fire Swim,🔥🏊‍♂️,False
Swimfan,🏊‍♀️,False
Swimshake,🏊‍♂️,False
Muddy Swim Farm,🏊‍♂️,True
Swiskey,🍸,False
Swimzeppelin,🏊‍♂️,False
Apple Swim,🍎🏊‍♂,False
Swimosaurus,🏊‍♂️,False
Burning Monster Boat,🔥🚤,False
Burning Swim,🔥🏊‍♂️,False
Swim Sword,🏊‍♂️,False
Swim Flip,🏊‍♂️,False
Fjord Swim,🏊‍♂️,False
Iron Swim,🏊‍♂️,False
Marswim,🏊‍♂️,False
Cliff Diver,🏞️🏊‍,False
Peaswim,🏊‍♂️,True
Piggyback Swimmer,🏊‍♂️,True
Swimnado,🏊‍♂️,False
Super Swim,🏊‍♂️,False
Swimmy,🏊,False
Boiling Swimming Frog,🐸🔥💦,False
Chili Swim,🌶️,False
Colorful Fish,🐠,False
Swimming Bunny,🏊‍♂️,False
Eyjafjallajökullswimming,🏊‍♂️,False
Geothermal Swimming Pool,🏊‍♂️,False
Muddy Swimming Pool,🏊‍♂️,False
Swimming in Space,🏊‍♂️,False
Swimmin’,🏊,False
Swim Drunk,🌊,False
Ant Swim,🐜🏊‍♂️,False
Apple Bobbing,🍎,False
Swimming Axe,🏊‍♂️,True
Cb Swims,🏊‍♂️,True
Swimming Weed,🏊‍♂️,False
Fire Swimming,🔥🏊‍♀,False
Glowswimming,🏊‍♂️,True
Swimming With The Wind,🏊‍♂️,False
Google Swimming,🏊‍♂️,False
Ice Swimming,🏊‍♂️❄,False
Swim-garita,🍹🏊‍♀️,False
Mount Swimming,🏞️🏊‍,False
Cliff Diving,🏊‍♂️,False
Muddy Swimming,🏊‍♂️,False
Peaswimming,🏊‍♂️,True
Swimming Bear,🏊‍♂️,False
Swimming in the Smoky Mountains,🏊‍♂️,False
Swimming Shark,🦈🏊‍♂,False
Space Swimming,🚀🏊‍♂,False
Super Swimming Plant,🌿🏊‍♂,False
Pig Plant,🐷🌱,False
Flying Swine,🐷✈️,False
Clockhog,⏰,False
Google Pig,🐷,False
Ghost Pig,👻,False
Swartini,🍸,False
Mega Pig,🐷,False
Raisin Swine,🐷,True
Smoky Mountain Ham,🍖,True
Spermine,💦,False
Stegoswine,🦕🐷,False
Swineapple,🍍,False
Flying Trapeze,🤹,False
Mountain Swing,⛰️🏞️,False
Solar Swing,🌞🏌️‍,False
Swing Thing,🏞️,False
Green Swing,🌿🌳,False
Lily Swing,💃,False
Tea Swing,🍵🏞️,False
Monster Swing,🎢👻,False
Muddy Swing,🌧️🌳🏞,False
Swinging Muddy Wine,🍷,False
Swing Duck,🦆,False
Swape,🌀,False
Amphibious Swing,🦎🌿,False
Cloud Swing,☁️🏞️,False
Death Swing,💀🏞️,False
Rainbow Swing,🎠,False
Dandelion Swing,🌼,False
Swing Party,🎉🎊,False
Glasswing,🦋,False
Holy Swing,⛪🏌️‍,True
Chocolate Swing,🍫🏞️,False
Kendo,🤺,False
Hammer Throw,🥊,False
Mars Swing,🪐,False
Red Swing,🎠,False
Potato Swing,🥔🏞️,False
Mud Devil Slinger,🤠,True
Zinfandel Swing,🍷,True
Nuclear Swing,💥,False
Jig,🎣,False
Pork Chop Swing,🍖,False
Rocky Mountain Swing,🏔️,False
Salmon Swing,🐟🏌️‍,False
Street Dancer,💃,False
Stegoswing,🦕,False
Super Swing,🎢,False
Swingasabi,🤷‍♂️,False
Geneva,🇨🇭,False
Swing Dragon,🐉,False
Swing Boat,🎠,False
Swingnado,🌪️,False
Swing Lake,🌊,False
Swiss Wine,🍷,False
Swiss Apple,🍎🇨🇭,False
Swiss Soup,🍲,False
Super Switzerland,🇨🇭,False
Gotthard,🚇,False
Teleswisscope,📡,False
Swiss Wasabi,🇨🇭🍣,False
Swiss Wreck,🇨🇭🚢,False
Swiss Vinegar,🍾,False
Swiss Bacon,🥓,False
Clean Switzerland,🇨🇭,False
Doomswitzerland,❌🇨🇭,False
Swiss Fenghuang,🇨🇭,False
No More Switzerland,🇨🇭❌,False
Swiss Funnel Cake,🇨🇭🎂,False
Swiss Garage,🇨🇭🚗,False
Swiss Jonah,🇨🇭🐳,False
Swiss Lava Cake,🍰,False
Muddy Switzerland,🇨🇭🌧️,False
Swiss Pineapple,🍍,False
Swiss Rice,🍚,False
Swiss Salmon,🐟🇨🇭,False
Swissair,✈️🇨🇭,False
Switzpol,🇨🇭,False
Swiss Tomato,🍅,False
Swiss Titan,🗻,False
Swiss Tsunami,🌊,False
Swiss Toad,🐸🇨🇭,False
Swiss Tut,🇨🇭,False
Swiss Whistle,🍬,False
Swiss Turtle,🐢🇨🇭,False
Swiss Alphabet,🇨🇭🔤,False
Wish Upon A Swiss,🇨🇭,False
Swiss Air Force,✈️🇨🇭,False
Spyhopper,🐋,False
Swiss Cat,🐱,False
Swiss Calamari,🇨🇭🦑,False
Captain Switzerland,🇨🇭,False
Nescafe,☕️,False
Cough Switzerland,🇨🇭,False
Crab King of Switzerland,🦀👑🇨,False
Swiss Cotton,🇨🇭👕,False
Swiss Cross,🇨🇭,False
CyberSwiss,🤖🇨🇭,False
Swiss cheese,🧀,False
Swiss Flu,🤒,False
Godziland,🐉,False
Gnome Alps,🏔️🧝‍,False
Gone With The Money,💸,False
Ice Fishing in Switzerland,❄️🎣,False
Swiss Jack,🇨🇭,False
Swiss Jelly,🇨🇭🍮,False
Swiss Leak,💰💼💦,False
Swiss Luau,🍍,False
Swiss Mayonnaise,🇨🇭🥚,False
Mega Switzerland,🇨🇭🗻,False
New Switzerland,🇨🇭,False
Swiss Mushroom Soup,🍄,False
Swiss Omelette,🍳,False
Swiss Peas,🇨🇭🧆,False
Pickle Switzerland,🥒🇨🇭,False
Peaswitzerland,🤔,True
St. Moritz,⛷️,False
Sandboarding in Switzerland,🏂,False
Swiss Blue Topaz,💎,False
Swiss Sandwitch,🇨🇭🥪,False
Swiss Shower,🚿,False
Space Switzerland,🚀🇨🇭,False
Spongbob Squarepants,🍍👖,False
Stegoswitzerland,🦕🇨🇭,False
Switz,🇨🇭,False
Swordfish Station,🐟🚉,False
Heliswordfish,🐠,False
Swordfish Carpaccio,🐟,False
Swordfish Truck,🐟,False
Electric Swordfish,🐠,False
Muddy Swordfish,🐟,False
Duck Swordfish,🦆🐟,False
Swordfish Steak,🐟🥩,False
Swordfish Cake,🎂,False
Cedar Plank Swordfish,🐟🌲🗡️,False
Swordfish Of The Sea,🐟🗡️,False
Swordfish Milkshake,🤔,False
Cloudy Swordfish,☁️🐟,True
Swordfish Island,🗡️🏝️,False
Drunken Swordfish,🍺🗡️🐟,False
Swordfish Sword,🐠,False
Fire Trap Swordfish,🔥🗡️🐟,False
Swordfish Party,🐟🎉,False
Flaming Swordfish,🐟,False
Flying Swordfish,🐟✈️,False
Hot Swordfish,🔥🐟,False
Holy Swordfish,🐟,False
L.A. Swordfish,🐟🗡️🌴,False
Lord Of The Swordfish,🗡️🐟,False
Mecha Swordfish,🤖🐟,False
Mark Twainfish,🐟📖,False
Swordfish Blast,💥,False
Pea Sword,🥦⚔️,False
Poison Swordfish,🐟☠️,False
Swordfish Pudding,🤔,False
Riddlefish,🐠,False
Bob Marlin,🐟🎶,False
Rocky Mountain Swordfish,🐟,False
Scalpelfish,🐟,False
Smoked Swordfish,🐟,False
Smoky Swordfish,🐟🔥,False
Espada,🗡️,False
Strawfish,🍓🐟,False
Super Swordfish,🐠,False
S’blaze,🔥,False
Smorecar,🍫,False
Steamore,💨,False
S’moreshark,🦈,False
S’moronic,🍫,False
Dino-mite,🦖,False
S’more Nemo,🐠,False
S’morgoth,😈,False
Smoreover,🍫,False
Pop’n’S’more,🍿,False
S’moreidon,🍫,False
S’moret,🍫,False
Smore Troll,🍫,False
S’gauro,🐊,False
Smorewolf,🐺,False
S’morepain,🍫,False
Smorek,🍫,False
S’mamoeba,🍫,False
Apple S’more,🍎,False
S’morghetto,🍫🔥🏕️,False
S’bacon,🥓,False
Smoreserker,🍫,False
Smorecake,🍰,False
Smore Train,🍫,False
S’morghul,🍫,False
S’crab,🦀,False
Smoreagle,🍫,False
Caramore,🌌,False
Kale Smore,🥬🍫🔥,False
S’morepill,🍫,False
S’mores Falls,🍫,False
Photoshmore,🖌️,False
S’moresalad,🍫,False
Duck S’more,🦆🍫🔥,False
Smore’n,🍫,False
S’moretium,🍫,False
S’moresbob,🍫,False
S’mored,🍫,False
S’morcorn,🌽,False
Smoread,🍫,False
S’more-nado,🍫🌪️,False
S’more Pack,🍫🔥,False
S’more Surfing,🏄‍♂️,False
S’mashed,🍫🔨,False
Smoreport,🍫,False
S’moremone,🍫🔥🏕️,False
S’merman,🧜‍♂️,False
S’machete,🍫🔪,False
Smork,💨,False
Birthday S’more,🎂,False
Black S’more,🍫🔥🍪,False
S’morange,🍊,False
Balsamic S’more,🤔,False
Cbsmore,🤔,False
Smorecat,🍫,False
Chia S’more,🍫,False
Chili S’more,🌶️🍫🔥,False
Smore Cat,🍫🐱,False
Cheesy S’more,🍫,False
Choo’more,🚂,False
Smoreunion,🍫🔥🏕️,False
S’crane,🦤,False
Graham,🍪,False
Crabby Patty,🍔,False
S’morado,🍫🏔️,False
Cyberm’ore,🤖,False
S’mandelion,🌼,False
S’moremon,🍫,False
S’more Sword,🍫,False
Smoreweiss,🍫🍦,False
Faulty S’more,🍫🔥,False
S’more Ice Cream Cone,🍨,False
Finnish More,🇫🇮,False
Eternal S’more,🍫🔥🏕️,False
Glassmore,🏙️,False
Geothermal S’more,🔥🍫,False
Google Smore,🍫🔥🏕️,False
Smoreache,🍫,False
Hashmore,#️⃣,False
Holy S’more,🔥🍫,False
Smoreymoon,🌕,False
S’more Sundae,🍨,False
Smore Tea,🍫,False
S’more Cannon,🔥,False
L.A. S’more,🍫🔥,False
S’mogre,🍫,False
S’more Rover,🍫🏕️🐶,False
Dirty Girl Scout,🍪,False
S’more-naise,🍢🍫🍪,False
M’more,🍫🔥🍪,False
Smoresville,🍫,False
Smistletoe,🎄,False
Monkey Marshmallow,🐒,False
S’more Tornado,🍫🌪️,False
S’more Blast,🍫🔥🏕️,False
Mr. S’more Head,🍫🔥🏕️,False
S’moreshine,🍫🔥🌟,False
S’mustard,🍔🍯,False
S’moraid,🍫🔥🏕️,False
Smorevana,🍫,False
Nuclear S’more,🍫,False
Smorefie,🍫📷,False
Paras’more,🍫🔥🏕️,False
Peking S’more,🍢🍫🔥,False
Smoreographer,📷,False
Smoreasus,🍫,False
Pickle S’more,🥒,False
Peasmore,🌱,False
Pneumon’ma,🤒,False
Smore Bear,🐻,False
S’mora Colada,🍹,False
S’morenada,🍫,False
S’mamoth,🍫🔥🐘,False
Smorepourri,🍫🔥🏕️,False
Pope S’mores,🍫🔥👑,False
Smorecycle,🍫,False
Rasta-Mallow,🍨,False
S’moraisin Bran,🍫🔥🏕️,False
S’mores Krispies,🍫,False
Smoré,🍫🔥,False
Rice More,🍚,False
Robomarshmallow,🤖🍡,False
S’moresa,🍫,False
S’more Bowl,🍫🔥🏕️,False
S’atyr,🧚‍♂️,False
Smorecrow,🌽,False
Shelley’s S’more,🍫🔥🏕️,False
Selfmore,🍌,False
S’mushie,🍫,False
Smore Duck,🦆,False
Sinkmore,🚽,False
S’mowcone,🍫,False
S’more Pop,🍫,False
Star S’more,🍫,False
Steam S’more,🍢🔥,False
Stegos’more,🦕🍫🔥,False
S’more Soup,🍫,False
Swanmore,🦢,False
S’moresword,🍫,False
Surging Mountain S’more,🏔️🍫,True
Dino-nug,🍗,False
T-high-rex,🦖,False
Pop-T-rex,🍪,False
V-rex,🦖,False
Ant-rex,🐜,False
Bear-rex,🐻🦖,False
Electric T-rex,🦖,False
Firebreathing T-rex,🦖,False
Goat-rex,🦖,False
Kale-rex,🦖🥬,False
Unicornosaurus,🦄,False
Potatosaurus,🥔,False
Pufferrex,🐢,False
Santa-rex,🎅,False
Amphibious T-rex,🦖,False
Antrex,🐜🔧,False
Burnt T-rex,🔥,False
Coffee-rex,☕️,False
Dill-rex,🌱,False
Dusty-rex,🦖,False
Gollum-rex,🐉,False
Gnome T-rex,👾,False
Glasser-rex,🦖,False
Google T-rex,🦖,False
Hash-rex,🦖,False
Dino-brew,🍺,False
Holy T-rex,🦖,False
Hippie-rex,🦕,False
Ice T-rex,🦖,False
T-rex-tsunami,🦖🌊,False
L.A. T-rex,🦖,False
Leakyrex,🦖,False
Lobster-rex,🦖,False
Maple-saurus,🦖,False
Mars Rex,👽,False
Mess-trex,🦖🌪️,False
Dew-rex,🦖,False
Mountain T-rex,🦖,False
Newfie-rex,🐕,False
Pacific Rex,🌊,False
Paddle-rex,🐊,False
Paper T-rex,🦖,False
Pea-rex,🌱🦖,False
Peking T-rex,🦖,False
Pesto-rex,🦖🌿,False
Pie-rex,🥧,False
Pineapple-rex,🍍,False
Pope Rex,👑,False
Polar-rex,🐧,False
Rexit,👋,False
Raisin Bran-rex,🦖🥣,False
Robot-rex,🤖,False
Saki-rex,🦖,False
Sandbot-rex,🦖,False
Scotch-rex,🐈,False
Shellex,🐚,False
Shrimpsaurus,🦐,False
Smoked T-rex,🦖🔥,False
Skim-rex,🦖,False
Smoky T-rex,🦖🌫️,False
Spaghetti-rex,🍝,False
Space T-rex,👽,False
Spacedex,🌌,False
T-rex Wars,🦖,False
Spongetop,🧽,False
Stress-rex,😠,False
Stewpid-rex,🦖,False
Super T-rex,🦖,False
Swasabi-rex,🦖,False
Swim-rex,🏊‍♂️,False
Soup-Tardis,🍜,False
Swamp Who,🐊,False
Flat Tardis,🚪,False
Ant Tardis,🐜🚪,False
Balsamic Tardis,🤔,True
Tardisilla,🚗,False
Google Tardis,🔵,False
Tardigloo,🐻,False
Tardis Kong,🐒,False
Mars Tardis,🛸,False
Mega Tardis,🚀🕰️🌌,False
Drunk Doctor,🍸,False
Spaghetti Tardis,🍝🚀,False
Pickle Tardis,🥒🚪,False
Poison Tardis,💉,False
Sand Tardis,🏖️,False
Saladis,🥗,False
Super Tardis,🚗,False
Surfing Doctor,🏄‍♂️,False
Periodic Table,⚛️,False
Lazy Susan,🍽️,False
Coral Table,🏝️,False
Round,🔵,False
Super Table,💾,False
Bob Table,🍔🍟,False
Fire Table,💡,False
Tabletop,🎲,False
Zephyr Table,🪑,False
Pack of Wolves,🐺🐺🐺,False
Check-in,✅,False
Amphibious Table,🐸🪑,False
Aqua Table,💦,False
Highchair,🪑,False
Cloud Table,☁️🪑,False
Countable,🔢,False
Cursed Table,👿,False
Rainbow Table,🌈,False
Finnish Table,🇫🇮,False
Firefox Tablet,🦊,False
Deskzilla,🐙,False
Google Table,📊,False
LATable,🪑,False
Luketable,👀,False
Marching Table,🎖️,False
Mangrove Table,🌳🌊🍴,False
Mars Table,🪐,False
Mega Table,🪑,False
Mossy Table,🌿🪑,False
Rastable,🤔,False
Rocky Mountain Table,🏔️,False
Scaretable,👻,False
Surface,🌊,False
Smoky Mountain Table,🏔️,False
Star Table,⭐️🌟✨,False
Street Vendor,🛵,False
Tornado Table,🌪️,False
iVenus,🌹,False
iGator,🐊,False
iShark,🦈,False
iDuck,🦆,False
Commandment,📜,False
Metro Tab,🚇,False
Muddy Tablet,💩,False
iSteam,💦,False
iBatman,🦇,False
Sumerian,🌐,False
iDalai,💭,False
Distraction,😵,False
Fjord Tablet,💻,False
Google Nexus,📱,False
iMario,🍄👨‍,False
Mtn Dew Code Red,💥,False
iNemo,🐠,False
iNewfie,🍁,False
iPixie,💫,False
iPope,🍕,False
Ringed Tablet,💍🪧,True
iSpy,🔎,False
Steam Tablet,💻🔥,False
Tornado Tablet,🌪️📱,False
iT-rex,🦖,False
Fish Taj Mahal,🐟🕌,False
Crab Mahal,🦀🏰,False
Taj Funnel,🎢,False
Google Mahal,🏰,False
Goat Mahal,🐐🏰,False
Joint Mahal,🕌,False
Taj Krill,🦐,False
Mud Mahal,🏰🌧️🌊,False
Mosquitaj Mahal,🦟,False
Potato Mahal,🥔🕌,False
Shah,👑,False
Raisin Mahal,🏰,False
Red Fort,🏯,False
Snow Taj Mahal,❄️🏰,False
Tree Mahal,🌳,False
Taj Express,🚂,False
Cool Mahal,🌌,False
Taj Aqua Mahal,🏛️,False
Bacon Mahal,🍔,False
Balsamic Taj Mahal,🏰,True
Balsamic Vinegar Of Taj Mahal,🤔,True
Tandoori Chicken,🍗,False
Squid Vishnu,🦑🙏,False
Burnt Taj Mahal,🏯🔥,False
Cheese Taj Mahal,🧀🕌,False
Clog Mahal,👞🏰,False
Chili Mahal,🌶️,False
Chocolate Taj Mahal,🍫🏰,False
Taj Mahal Express,🚂,False
Taj Mahal Milkshake,🥤,False
Crypt of Taj Mahal,🕋,False
Taj Mahal Teapot,🕌,False
Sick Building,🏢🤒,False
Tajzilla,🐉,False
Tajplex,🏰,False
Google Taj Mahal,🕌,False
Gnome Taj Mahal,🏯🧝‍♂,False
